,mean,std,min,25%,50%,75%,max
64,0.6536457954659796,1.5027488890282237,0.0786211933651995,0.231950122607499,0.6558558097682456,1.016997109006174,0.9195837895603635
26,-1.076052292803384,-0.6244042402245579,-0.9508240750991344,-0.9466982277274885,-1.0227071495382476,-1.10307142679559,-1.120942883072503
22,-1.0507548737851757,-0.6314882765098404,-0.9287723033146048,-0.9180872303089442,-1.0067160446240466,-1.0913758548404822,-1.1210851236670152
31,-1.078455460496737,-0.6703265103071357,-0.9272230757004449,-0.9420843245663649,-1.0224937315508322,-1.1110128645428856,-1.1213980529749417
47,-0.7892318760311131,-0.3558626448977281,-0.6566026775674303,-0.6962200602768231,-0.7844716990147635,-0.8557645542701006,-0.7272493655818965
100,1.4759582334650063,-0.9081067924781782,1.8106247037061562,1.800437306410588,1.539269080390618,1.0453237580287584,0.9522422300603434
15,-1.1323411056889339,-0.8423013936004731,-0.898446996824669,-0.9610916864623624,-1.0697048391955233,-1.177976905316155,-1.3669622153406416
44,-0.1564223530558775,0.6522118812896085,-0.2375860513717079,-0.28793361053019095,-0.2542347092810584,0.007253144195086613,0.306270794143065
88,0.6463565963818447,1.1395801837546486,0.1680478852208475,0.3394212811612257,0.50528941964664,1.0154744531736342,0.9203234406518261
89,0.8858656260327553,1.0870781100594413,0.2959745314028485,0.5179641404013754,1.1630284127191233,1.0198061464903412,0.9267811636426764
9,-1.1208423233222533,-0.7965245226255917,-0.9577461559283588,-0.958812722162674,-1.0526923767701195,-1.160151331000738,-1.3611303509656452
33,-1.0706582732546854,-0.6354995039052207,-0.9272230757004449,-0.9421962736898584,-1.0164418071934083,-1.0962982336094669,-1.1226497702066482
55,0.2421003579735347,1.5898109306773276,0.07855526878587368,-0.08632123548442351,-0.12499487375904027,0.8808047332259017,0.9227130826396294
103,1.47331962531369,-0.9206990915476035,1.7907154807497199,1.7985501640431265,1.536433669986383,1.0410970754591231,0.939099199127424
28,-1.0690579546701522,-0.6620991039621748,-0.9508240750991344,-0.9285944551854023,-1.0139112796283392,-1.1054801108065466,-1.122023911590795
40,-0.4686494728325136,-0.7410663009733237,-0.3361103351743364,-0.2844391986040021,-0.38518188870240005,-0.5878427594601026,-0.7586276407312668
5,-1.1526019450989957,-0.807098840385906,-0.9622619896121861,-0.990886146043552,-1.0903301632650313,-1.1891671130509807,-1.3844578084656305
53,-0.12513658729518815,0.6525957463150653,-0.4899123787417721,-0.23892388353794447,-0.11263187463090185,-0.03121360509160668,0.27844853385649737
107,1.4898688439192433,-0.9518863361040951,1.9206198643114993,1.8109285385551184,1.551129022834134,1.0547484725784413,0.9556844524475362
39,-0.4442679567279353,-0.6287012384982357,-0.3361103351743364,-0.2844391986040021,-0.3864014200590597,-0.5655214125356792,-0.610583629963067
35,-1.0646288049227841,-0.5556424081439408,-0.9574824576110549,-0.9532312587199284,-1.017981465531191,-1.0810651121123818,-1.1211989161426248
16,-1.1326679591548967,-0.8083302507014645,-0.9485826394020521,-0.9646500693162621,-1.0686072609745294,-1.175443521043051,-1.2336543301638958
78,0.7260641748200484,1.0103294244133674,0.40409084149740226,0.4698340136651491,0.49274349081500274,1.0155269585471702,0.9150605386548785
34,-1.076382365898251,-0.6027585248150639,-0.9359580824611331,-0.9545906409337777,-1.0290944450187531,-1.0962982336094669,-1.1226497702066482
66,0.28597517841031034,1.6546849363816407,0.07872008023418853,-0.09505326711691367,-0.0993999594111436,1.010066399699443,0.916738977670121
7,-1.126596411495862,-0.8019611808808569,-0.9515162831820567,-0.9663532952665553,-1.0631498581534768,-1.1653296734657101,-1.3611303509656452
43,-0.2765983030407032,0.6339437229193534,-0.2375860513717079,-0.2884613706838029,-0.4320423810820512,-0.6170619998327965,0.306270794143065
65,0.2010638849445198,1.241868415229731,0.0786211933651995,-0.00475030628750616,-0.05115225011329175,0.0009787520575542403,0.9160277746975608
72,0.8311730358747155,0.9327956423711338,0.4403823224163367,0.5375792261106233,0.8249590765110798,1.0114118498962985,0.9200674075817046
27,-1.0795070157497006,-0.6554523115589845,-0.9508240750991344,-0.9486173555588048,-1.0230425206613292,-1.1083154009774818,-1.122023911590795
19,-1.0653243670304628,-0.6128766704642253,-0.942451653524739,-0.9341999077260394,-1.0115331934828526,-1.0952284366236742,-1.1211704680237224
90,1.4761397553275242,-0.9243040504993641,1.815602009445265,1.8001494372358902,1.5379580841822083,1.0435385753285398,0.9471215686579075
105,1.4776601537566025,-0.9357044197465781,1.8862072339033555,1.800437306410588,1.5379580841822083,1.0435385753285398,0.9551723863072924
25,-1.083883041620151,-0.6467783524931857,-0.9230698272029103,-0.9466982277274885,-1.032173761694319,-1.1217567766026566,-1.120942883072503
68,0.221920029663474,1.5711109226078277,0.07872008023418853,-0.09508525258076897,-0.16485830497985599,0.4805234549037477,0.9191286196579248
49,-0.8967543991391683,-0.8202936597748847,-0.6160920235716357,-0.7224001624423665,-0.8425976123015593,-0.973960713270964,-1.1551090738743108
13,-1.1254242220459842,-0.824562583418936,-0.9019409995289442,-0.9579571110045455,-1.0660919775514186,-1.1667801344096376,-1.3742733818985637
24,-1.0631634050912517,-0.6005876797505414,-0.9230698272029103,-0.9356552463314546,-1.022920567525663,-1.099199155497322,-1.120942883072503
3,-1.1472906170318982,-0.8059424651272887,-0.9577461559283588,-0.9846809660556284,-1.0859398503810562,-1.1828205260248361,-1.3637191297857654
17,-1.1290126818562107,-0.7799868161275387,-0.9485826394020521,-0.9688961396430498,-1.0657718505702956,-1.1668720188133253,-1.162676273502355
38,-0.3355413331645348,0.536192031723409,-0.6046541090585837,-0.2838554638886432,-0.36083699399507957,-0.46042534423200737,0.2995285899631912
8,-1.1280328142898588,-0.8005483648002042,-0.9515162831820567,-0.9670729682032991,-1.0631193698695605,-1.1678236787086624,-1.3611303509656452
84,0.8196018526124879,1.0775562448049831,0.3389573571233665,0.4760311972871089,0.7834645221007315,1.0117990770261258,0.9150605386548785
6,-1.1532957343730375,-0.8225371212308709,-0.9622619896121861,-0.986424173835741,-1.0899185714321586,-1.1904206788441487,-1.3844578084656305
70,0.30910350490745464,1.8620985428139387,0.07872008023418853,-0.09418965959282143,-0.16610832462043232,1.0133217328586652,0.9174501806426818
94,1.4764669755866533,-0.929580693784666,1.8922063706220158,1.8006931901214298,1.539269080390618,1.0442211451845056,0.9512465458987585
99,1.4820531947544886,-0.918890537319277,1.8106247037061562,1.804979242278037,1.5443911120885887,1.0499967362734477,0.9542051502646101
54,0.6416650061239942,1.6594770040274756,0.07872008023418853,0.07617291726634187,0.5739033026007097,1.0159207488486894,0.9227130826396294
50,-0.9074874396390196,-0.8360034803630694,-0.6160920235716357,-0.7224001624423665,-0.8509056696688039,-1.0014210236302077,-1.129648007456644
73,0.8595590978818821,0.8695287478591348,0.4403823224163367,0.6088428395801782,0.8416819002392767,1.0137417758469518,0.9200674075817046
46,-0.5508457225266123,0.3493718491179329,-0.6566026775674303,-0.6944288743009279,-0.5099551906306518,-0.48237915354167965,0.28504849744185906
97,1.4875229774694245,-0.9515785718451165,1.9119507821301376,1.8092972798984992,1.547257010776739,1.052228214648721,0.9566516884902185
61,0.728519325256024,1.6492536534793363,0.07872008023418853,0.19216020557153546,1.4413254683088805,1.0180734691636582,0.921745846596947
104,1.474496134771971,-0.9365629753645867,1.8862072339033555,1.798806047753969,1.536311716850717,1.0410970754591231,0.9468655355877853
85,0.8226044622265533,1.0348622846815168,0.3389573571233665,0.5026351068487346,0.8278402193411885,1.0115890555319824,0.9150605386548785
41,-0.4719341667688557,-0.7741270549201515,-0.3361103351743364,-0.2715490566703258,-0.39461801257455487,-0.5995252050718265,-0.7953826103531952
58,0.4739312451422538,1.6635022485697737,0.07872008023418853,0.009259326881104644,0.15869860808393624,1.01502815749858,0.9171941475725601
48,-0.8888351512823344,-0.7033294706460633,-0.6566026775674303,-0.7237115664604329,-0.842948227566599,-0.9612281601885234,-0.8347832550330485
93,1.4763176907679723,-0.9443482321264,1.8957333356159543,1.799349800639508,1.5374702716395439,1.0424359624842876,0.9512465458987585
57,0.3875906809718109,1.5542977794345219,0.07855526878587368,0.0336002648749694,0.10147209917267716,1.0141618188352384,0.9171941475725601
75,0.8687671754154753,0.903578199133755,0.4201764388529338,0.5867808658860015,0.8530845184240453,1.0159207488486894,0.9155441566762197
32,-1.0779025605533477,-0.6676788448667473,-0.9272230757004449,-0.9428759647967828,-1.0207863876515084,-1.1090504762069835,-1.1213980529749417
101,1.4730326096610662,-0.9086231371791967,1.7907154807497199,1.7990939169286662,1.5371958770842957,1.0417796453150894,0.9405500531914481
59,0.5187428349483418,1.7001837323635258,0.07872008023418853,0.04783379629056736,0.18447645213533223,1.0159207488486894,0.921745846596947
63,0.404078665495992,1.529912150698233,0.0786211933651995,0.001982633854029303,0.19278450950257642,1.0113527813510712,0.9195837895603635
91,1.473258207835734,-0.9231750739759257,1.815602009445265,1.7980064111575869,1.5359153691598033,1.0408870539649802,0.9432241763682755
37,-0.46672916796518665,0.7892728933613239,-0.6046541090585837,-0.6595647186986772,-0.41649335628463924,-0.46042534423200737,0.2995285899631912
29,-1.072694627404348,-0.6607593385480527,-0.9159829349253708,-0.9398373457305316,-1.0159082622248694,-1.1066286658526432,-1.122023911590795
96,1.4825863693764914,-0.933637399013824,1.8922063706220158,1.8060667480491166,1.5441472058172565,1.0488678707424273,0.9566516884902185
1,-1.138068091923033,-0.778982954007597,-0.9546806629897023,-0.9811065904698014,-1.077967164136893,-1.1708230481718973,-1.3492674853833353
52,-0.28406287001312164,1.0522152576172825,-0.5583750543717685,-0.641988706310203,-0.16616930118826537,-0.03121360509160668,0.27844853385649737
21,-1.0650428328979356,-0.6656697534476618,-0.9287723033146048,-0.9233568354791009,-1.0100697558548608,-1.1011746701766079,-1.1222799446609166
2,-1.1548891246422077,-0.8067718322326527,-0.9553069464932987,-0.9914298989290916,-1.0920375071643549,-1.1914117177696377,-1.3637191297857654
23,-1.0603174365365917,-0.6381503462274082,-0.8864487233873464,-0.9250600614293943,-1.0211065146326317,-1.098536275156432,-1.1210851236670152
87,0.7481508087249228,1.0702147195268272,0.1680478852208475,0.48142874431268656,0.6685389358775072,1.014004302714631,0.9191286196579248
98,1.4874686513260171,-0.9376269265683188,1.8106247037061562,1.8103847856695787,1.5480192178746508,1.052674510323776,0.9566516884902185
74,0.8217197774868541,0.8356442176864811,0.4403823224163367,0.6039730527082121,0.7845925886056417,1.0135317543528082,0.9152881236060981
86,0.7178171565143361,1.1723210674980546,0.1680478852208475,0.3458823448599915,0.6180198494278765,1.0104864426877296,0.9088872968530531
82,0.8758512963648561,1.032090736578594,0.3622946582047515,0.5568344753514994,1.1678303174359712,1.013794281220488,0.912215726764636
20,-1.0722574099501276,-0.6453691686724681,-0.942451653524739,-0.9345437514624836,-1.0133320022339258,-1.1067336765997149,-1.1223652890176241
60,0.6933810901149704,1.7101724162557959,0.07872008023418853,0.04783379629056736,0.761345272119315,1.0180734691636582,0.921745846596947
71,0.5259144156904851,1.7374467473203636,0.07872008023418853,0.026459510069279164,0.1748269102757616,1.014608114510293,0.9174501806426818
14,-1.1291959969297642,-0.8341961704989963,-0.898446996824669,-0.958372922034664,-1.0695371536339824,-1.1746165614098614,-1.3669622153406416
92,1.4736264070424976,-0.9423260945526308,1.8957333356159543,1.797462658272047,1.535397068333223,1.0404407582899255,0.9429681432981539
51,-0.6051915708781175,0.9708193970547716,-0.5925569487522724,-0.6975874388566363,-0.8192283426795667,-0.8852988268840094,0.2729295987894275
102,1.4730912150580802,-0.9170510149396025,1.7907154807497199,1.7982622948684293,1.536433669986383,1.0410970754591231,0.9405500531914481
